Title	Alternative Title	Year	Director	ASL	Country	Scope	Cinematographer	Editor	Studio
Driven 		2001	Harlin, Renny 	2.1		s 	Fiore, Mauro 	Levy, S. & Gilson, S 	
Driven to Kill 	Dirty Money 	1990	Gazarian, John 	3.4	USA 		Hayes, Bob 	Bell, Geraint 	
Driver, The 		1978	Hill, Walter 	5.18	USA 		Lathrop, Philip 	Hirsch & Lambert 	FOX
Driving Force 		1988	Prowse, Andrew 	4.3	AUS 		Lind, K. & Michalak, 	Paterson, Tony 	
Dromspel 		1993	Straume, Unni 	16	NOR 		Paalgard, Harald 	Leszczyowski, Michal 	
Drop Dead Gorgeous 		1999	Jann, Michael Patrick 	6.3	USA 		Spiller, Michael 	Codron, D. & Hampton 	
Drop Squad 		1994	Johnson, David 	7.8	USA 		Kelsch, Ken 	Lee, Kevin 	
Drop Zone 		1994	Badham, John 	3.68	USA 	s 	Wagner, Roy H. 	Morris, Frank 	
Drowning by Numbers 		1988	Greenaway, Peter 	19.5	BRI 		Vierny, Sacha 		
Drowning Pool, The 		1975	Rosenberg, Stuart 	7.06	USA 	s 	Willis, Gordon 	Howard, John C. 	
Drug war 		2012	To, Johnnie 	3.19	CHI 	s 	Keung Cheng Siu 	Leung Albert 	
Drugstore Cowboy 		1989	Van Sant, Gus 	5.62	USA 		Yeoman, Robert 	Clayton, Curtiss 	
Drum, The 		1938	Korda, Zoltan 	6.5	BRI 				
Drums Across the River 		1954	Juran, Nathan 	7.88	USA 		Lipstein, Harold 	Vogel, Virgil 	UNI
Drums Along the Mohawk 		1939	Ford, John 	9.5	USA 		Glennon & Rennahan 	Simpson, Robert 	FOX
Dry White Season, A 		1988	Palcy, Euzhan 	7.8			Pike, K. & Glenn, PW 	O'Steen, Sam 	MGM
D-Tox 		2001	Gillespie, Jim 	3.34	USA 	s 	Semler, Dean 	Mirkovich & Alveson 	UNI
Du levande 	You, the Living 	2007	Andersson, Roy 	92.24			Danielsson, Gustav 	Waern, Anna Marta 	
Dual Alibi 		1946	Travers, Alfred 	9.81	BRI 		Wilson, James 	Kimick, Monica 	BRN
Duchess, The 		2008	Dibb, Saul 	5.22		s 	Pados, Gyula 	Hirakubo Masahira 	
Duck Season 		2004	Eimbcke, Fernando 	15.94	MEX 		Zabe, Alexis 	Rodriguez, Mariana 	
Duck Soup 		1933	Mc Carey, Leo 	6.69	USA 		Sharp, Henry 	Stone, LeRoy 	PAR
Dude, Where's My Car? 		2000	Leiner, Danny 	2.5	USA 		Stevens, Robert 	Ray, Kimberly 	FOX
Dudley Do-Right 		1999	Wilson, Hugh 	3.02	USA 		Thorin, Donald E. 	Brochu, Don 	UNI
Duel 		1971	Spielberg, Steven 	4.59	USA 		Marta, Jack A. 	Morriss, Frank 	UNI
Duel at Diablo 		1966	Nelson, Ralph 	4.63	USA 		Wheeler, Charles 	Steinkamp, Fredric 	
Duel at Silver Creek, The 		1952	Siegel, Don 	7	USA 		Glassberg, Irving 	Schoengarth, Russell 	UNI
Duel in the Sun 		1946	Vidor, King 	8.48	USA 		Rennahan, Garmes, Ro 	Kern, Hal 	SEL
Duellists, The 		1977	Scott, Ridley 	6.19	BRI 		Tidy, Frank 	Power, Pamela 	
Duet for One 		1986	Konchalovsky, Andrei 	7.4	USA 		Thomson, Alex 	Richardson, Henry 	CAN
Duets 		2000	Paltrow, Bruce 	5.7	USA 		Sarossy, Paul 	Greenberg, Jerry 	HWD
Duke, The 		1999	Spink, Philip 	3.1			Southon, Mike 	Herron, Kelly 	
Dukes of Hazzard, The 		2005	Chandrasekhar, Jay 	2.65	USA 		Sher, Lawrence 	Haxall, L. & Kershner, M. 	WVR
Dumb and Dumber 		1994	Farrelly, Peter 	6.47	USA 		Irwin, Mark 	Greenbury, Christopher 	NLI
Dumb and Dumberer: When Harry Met Lloyd 		2003	Miller, Troy 	3.18	USA 		Richmond, Anthony 	Jordan, Lawrence 	
Dumplings 		2004	Chan, Fruit 	11.91	CHI 		Doyle, Christopher 	Tin Sam Fat 	
Dune 		1994	Lynch, David 	4.73	USA 		Francis, Freddie 	Gibbs, Anthony 	DDL
Dungeons & Dragons 		2000	Solomon, Courtney 	3.5			Milsome, Doug 	Ross, Caroline 	NLI
Dungeons & Dragons: Wrath of the Dragon King 	Dungeons & Dragons 2 	2005	Lively, Gerry 	3.56			Meglic, Igor 	Holland, Rodney 	
Dunkirk 		1958	Norman, Leslie 	9.54	BRI 		Beeson, Paul 	Stone, Gordon 	EAL
Dunston Checks In 		1996	Kwapis, Ken 	3.1	USA 		Collister, Peter 	Poll, Jon 	FOX
Duplex 		2003	De Vito, Danny 	3.01	USA 		Michos, Anastas 	Klingman & Hayden 	MMX
Duplicity 		2009	Gilroy, Tony 	5.16		s 	Elswit, Robert 	Gilroy, John 	
Durango Kids 		2000	Root, Ashton 	2.9	USA 		Rakoczy, David M. 	Silano, Tim 	
During One Night 		1961	Furie, Sidney J. 	20.4	BRI 		Warwick, Norman 	Gibbs, Antony 	
Dust Be My Destiny 		1939	Seiler, Lewis 	7.3	USA 		Howe, James Wong 	Low, Warren 	WAR
Dusty Ermine 		1936	Vorhaus, Bernard 	9	BRI 		Courant, Curt 	Kemplen, Ralph 	
D'ye Ken John Peel? 		1934	Edwards, Henry 	12	BRI 		Blythe, S. & Luff, W 	Harris, J. & Laurenc 	TWI
Dying Young 		1991	Schumacher, Joel 	6.26	USA 		Achia, Juan Ruiz 	Brown, Robert 	FOX
E.T. - The Extraterrestrial 		1982	Spielberg, Steven 	5.8	USA 		Daviau, Allen 	Littleton, Carol 	UNI
Each Dawn I Die 		1939	Keighley, William 	7.9	USA 		Edeson, Arthur 	Richards, Thomas 	WAR
Eagle Eye 		2008	Caruso, D.J. 	2.59		s 	Wolski, Dariusz 	Page, Jim 	
Eagle Has Landed, The 		1976	Sturges, John 	6.1	BRI 	s 	Richmond, Anthony 	Coates, Anne V. 	
Eagle, The 		1925	Brown, Clarence 	6	USA 				
Eagle, The 		2010	MacDonald, Kevin 	3.98	BRI 	s 	Mantle, Anthony Dod 	Wright, Justine 	
Ear, The 		1969	Kachyna, Karel 	14.7	CZE 		Ilik, Josef 	Hajek, Miroslav 	
Early Autumn 	End of Summer, The 	1961	Ozu Yasujiro 	6.7	JAP 		Nakai Asakazu 	Iwashita Koichi 	DAI
Early Bird, The 		1965	Asher, Robert 	4.2	BRI 				
Earth vs the Spider 		1958	Gordon, Bert I. 	9.7	USA 		Marta, Jack 	Sinclair, Ronald 	AIP
Earth vs. The Flying Saucers 		1956	Sears, Fred F. 	5.5	USA 		Jackman, Fred 	Landres, Danny D. 	COL
Earthquake 		1974	Robson, Mark 	5.29	USA 	s 	Lathrop, Philip 	Spencer, Dorothy 	UNI
East is East 		1999	O'Donnell, Damien 	3.9	BRI 		Tufano, Brian 	Parker, Michael 	F4
East of Elephant Rock 		1976	Boyd, Don 	9.7	BRI 		Goddard, Keith 	Dixon, Humphrey 	
East Side of Heaven 	Three's Company 	1939	Butler, David 	8.1	USA 		Robinson, George 	Morra, Irene 	UNI
East Side, West Side 		1949	LeRoy, Mervyn 	14.2	USA 		Rosher, Charles 	Kress, Harold F. 	MGM
Eastenders (?) 		1994		5.7	BRI 	t 			
Eastenders (H) 		1994	Hays, Bill 	6.7	BRI 	t 			
Easter Parade 		1948	Walters, Charles 	25	USA 				MGM
Eastern Promises 		2007	Cronenberg, David 	5.24			Suschitzky, Peter 	Sanders, Ronald 	
Easy A 		2010	Gluck, Will 	3.03	USA 		Grady, Michael 	Littenberg, Susa 	SGE
Easy Rider 		1969	Hopper, Dennis 	5.44	USA 		Kovacs, Laszlo 	Cambern, Donn 	
Easy To Love 		1953	Walters, Charles 	13	USA 		June, Ray 		MGM
Easy Virtue 		1928	Hitchcock, Alfred 	6	BRI 		McDonnell, Claude L. 	Montagu, Ivor 	
Easy Virtue 		2008	Elliot, Stephan 	4.89		s 	Kenzie, Martin 	Blainey, Sue 	
Easy Way, The 		1952	Taurog, Norman 	10.3	USA 		Burks, Robert 	Crosland, jr., Alan 	WAR
Eat a Bowl of Tea 		1989	Wang, Wayne 	9.9	USA 		Mokri, Amir 	Candib, Richard 	
Eaten Alive 		1976	Hooper, Tobe 	5.83	USA 		Caramico, Robert 	Brown, Michael 	
Eau froide, l' 		1994	Assayas, Olivier 	22.6	FRA 		Lenoir, Denis 	Barnier, Luc & 	
Eccentricies of a Blonde-Haired Girl 		2009	de Oliveira, Manoel 	23.96			Lancelin, Sabine 	Oliveira & Krassovsky 	
Echo Park 		1985	Dornhelm, Robert 	6.6			Kofler, Karl 	Koller, Ingrid 	SAS
Ed 		1996	Couturié, Bill 	5.1	USA 		Caso, Alan 	Lambert, Robert K. 	UNI
Ed Gein 		2000	Parello, Chuck 	6.7	USA 		Cernjul, Vanja 	Maganini, Elena 	
Ed Wood 		1994	Burton, Tim 	6.7	USA 		Czapsky, Stefan 	Lebenzon, Chris 	TOU
Eddie 		1996	Rash, Steve 	5.4	USA 		Kemper, Victor 	Halsey, Richard 	
Eden Lake 		2008	Watkins, James 	3.53	BRI 	s 	Ross, Christopher 	Harris, Jon 	
Edge of Darkness 		1943	Milestone, Lewis 	8.6	USA 		Hickox, Sid 	Weisbart, David 	WAR
Edge of Darkness 		2009	Campbell, Martin 	4.35		s 	Meheux, Phil 	Baird, Stuart 	
Edge of Eternity, The 		1960	Siegel, Donald 	9	USA 				
Edge of Love, The 		2008	Maybury, John 	4.87	BRI 		Freeman, Jonathan 	Hickcox, Emma E. 	
Edge of Sanity 		1989	Kiko?ne, Gérard 	7.7			Spratling, Tony 	Cooke, Malcolm 	
Edge of the Horizon, The 		1993	Lopes, Fernando 	13.4	POR 				
Edge of the World, The 		1937	Powell, Michael 	6	BRI 				
Edge of the World, The 		1937	Powell, Michael 	4.63	BRI 		Palmer, E. & Kelly, S. & Berman, M. 	Twist, Derek 	
Edge, The 		1997	Tamahori, Lee 	5.2	USA 		McAlpine, Donald 	Travis, Neil 	
Edison 		2005	Burke, David T. 	3.43	USA 	s 	Kenny, Francis 	Hackshaw & Rohrs 	
Edith et Marcel 	Edith and Marcel 	1983	Lelouch, Claude 	20.3	FRA 		Boffety, Jean 	Darmois, H. & Pery, 	
EDtv 		1999	Howard, Ron 	5.5	USA 		Schwartzman, John R. 	Hill, M. & Hanley, D 	UNI
Educating Rita 		1983	Gilbert, Lewis 	4.61	BRI 		Watts, Frank 	Craven, Garth 	
Education of Little Tree, The 		1997	Friedenberg, Richard 	6.1	CAN 		Michos, Anastas 	Wahrman, Wayne 	
Education, An 		2008	Scherfig, Lone 	5.1		s 	de Borman, John 	Pilling, Barney 	
Edward Scissorhands 		1990	Burton, Tim 	7.4	USA 		Czapsky, Stefan 	Halsey, Richard 	FOX
Efter Brylluppet 	After the Wedding 	2006	Bier, Susanne 	4.23			S¸borg, Morten 	Christensen & H¸jberg 	
Ego Prizvy 	His Call 	1925	Protazanov, Yakov 	9	RUS 		Forestier, Louis 		MZR
Egyptian, The 		1954	Curtiz, Michael 	12.8	USA 	s 	Shamroy, Leon 	McLean, Barbara 	FOX
Ehe von Maria Braun, die 	Marriage of Maria Braun, The 	1979	Fassbinder, R.W. 	12.2	GER 		Ballhaus, Michael 	Lorenz, J. & Walsh, 	
Eiger Sanction, The 		1975	Eastwood, Clint 	6.49	USA 	s 	Stanley, Frank 	Webster, Ferris 	UNI
Eight Below 		2005	Marshall, Frank 	3.74	USA 	s 	Burgess, Don 	Rouse, Cristopher 	
Eight Legged Freaks 		2002	Elkayem, Ellory 	3.92			Bartley, John 	Siegel, David J. 	WVR
Eight O'Clock Walk 		1954	Comfort, Lance 	0	BRI 				
Eight on the Lam 		1967	Marshall, George 	9	USA 		Stensvold, Alan 	Whytock, Grant 	
Eighteenth Angel, The 		1997	Bindley, William 	4.6	USA 		Ackerman, Thomas E. 	Hoy, William 	RYS
Eins plus eins gleich drei 	1+1=3 	1927	Basch, Felix 	8	GER 				
Ek Hasina Thi 		2004	Raghavan, Sriram 	5.6	IND 	s 	Muraleedharan, C.K. 	Datta, Sanjib 	
Ekspeditricen 		1911	Blom, August 	43	DEN 		Graatkjaer, Axel 		NOR
Ekspressens Mysterium 		1914	Davidsen, Hjalmar 	21	DEN 		Larsen, Louis 		NOR
El 	He 	1953	Bu?uel, Luis 	13	MEX 				
Election 		1999	Payne, Alexander 	5.9	USA 		Glennon, James 	Tent, Kevin 	
Electra Glide in Blue 		1973	Guercio, James William 	11.1	USA 	s 	Hall, Conrad 	Benson, Jim 	
Electric Dreams 		1984	Barron, Steve 	4	BRI 		Thomson, Alex 	Honess, Peter 	MGM
Electric Horseman, The 		1979	Pollack, Sydney 	5.77	USA 	s 	Roizman, Owen 	Kahn, Sheldon 	
Elektra 		2005	Bowman, Rob 	2.32	USA 		Roe, Bill 	Stitt, Kevin 	
Elementary School 	Obecn? Skola 	1991	Sverak, Jan 	7.4	CZE 		Brabec, F.A. 	Fisarek, Alois 	
Elena 		2011	Zvyagintsev, Andrey 	26.28	RUS 	s 	Krichman, Mikhail 	Mas, Anna 	
Eléna et les hommes 		1956	Renoir, Jean 	9.5	FRA 				
Elephant Boy 		1937	Flaherty, R. & Korda, Z. 	5.63	BRI 		Borradaile, Osmond 	Hornbeck & Crichton 	LON
Elephant Juice 		1999	Miller, Sam 	6.7			Wild, Adrian 	Pierce Lewis, Elen 	
Elephant Man, The 		1980	Lynch, David 	7.9		s 	Francis, Freddie 	Coates, Anne V. 	
Elf 		2003	Favreau, Jon 	3.78	USA 		Gardiner, Greg 	Lebental, Dan 	NLI
Elizabeth 		1998	Kapur, Shekhar 	5	BRI 		Adefarasin, Remi 	Bilcock, Jill 	PGR
Elizabeth: The Golden Age 		2007	Kapur, Shekhar 	5.25			Adefarasin, Remi 	Bilcock, Jill 	
Elizabethtown 		2005	Crowe, Cameron 	3.71	USA 		Toll, John 	Moritz, David 	
Elke 		1995	Holzman, Edward 	12	USA 				
Ella Enchanted 		2004	O'Haver, Tommy 	3.84			Borman, John de 	Hirakubo, Masahiro 	
Ellery Queen, Master Detective 		1940	Neumann, Kurt 	8.6	USA 		Brown, James S. 	Caldwell, Dwight 	COL
Elles 		2011	Szumowka, Malgoszka 	25.38		s 	Englert, Michael 	Tourmen, Francoise & Drosio, Jacek 	
Elles n'oublient jamais 	Love in the Strangest Way 	1993	Frank, Christopher 	6.9	FRA 		Chatry, Bertrand 	Dubeau, Catherine 	
Elmer Gantry 		1960	Brooks, Richard 	8.5	USA 				
Éloge de l'amour 		2001	Godard, Jean-Luc 	19.7	FRA 		Hirsch, J. & Pollock 	Urtin, Rapha?lle 	
Elusive Pimpernel, The 		1950	Powell, Michael 	6.5	BRI 				
Elvis - The Movie 		1979	Carpenter, John 	16.8	USA 				
Elvis! Elvis! 		1977	Pollack, Kay 	13.2	SWE 		Salomon, Mikael 	Lundberg, Lasse 	
Embrace the Darkness 2 		2001	Kubilos, Robert 	3.8	USA 	v 	Rosotto, Andre 	Rosofsky, Steven 	
Embrassez qui vous voudrez 	Summer Things 	2002	Blanc, Michel 	3.6	FRA 		Bobbit, Sean 	Monthieux, Marilyne 	
Emerald Forest, The 		1985	Boorman, John 	8.32	USA 	s 	Rousselot, Philippe 	Crafford, Ian 	
Emergency 		1962	Searle, Francis 	13.8	BRI 		Hodges, Ken 	Connock, Jim 	BUT
Emergency Call 		1952	Gilbert, Lewis 	13.7	BRI 		Cooper, Wilkie 	Hasse, Charles 	BUT
Emil und die Detektive 	Emil and the Detectives 	1931	Lamprecht, Gerhard 	6	GER 				
Emile 		2003	Bessai, Carl 	6.73	CAN 		Bessai, Carl 	Clarke, Julian 	
Emma 		1996	McGrath, Douglas 	10.8			Wilson, Ian 	Walker, Lesley 	
Emmanuelle 		1974	Jaeckin, Just 	10.8			Suzuki, Richard 	Bouche, Claudine 	
Emmanuelle IV 		1984	Giacobetti, Francis 	10.5	USA 		Gondre, Jean-Francis 		
Emma's War 		1985	Jessop, Clytie 	11.5	AUS 		Cowan, Tom 	Chegwidden & Hoffman 	
Emperor's New Clothes, The 		2001	Taylor, Alan 	5.41			Grisini, Alessio 	Kirakubo, Mashiro 	F4
Empire 		2002	Reyes, Franc 	5.29	USA 		Morgenthau, Kramer 	Frank, Peter G. 	
Empire of the Sun 		1987	Spielberg, Steven 	6.49	USA 		Daviau, Allen 	Kahn, Michael 	WAR
Empire Records 		1995	Moyle, Allan 	4.84	USA 	s 	Lloyd, Walt 	Chandler, Michael 	
Empire State 		1987	Peck, Ron 	9.09	BRI 		Imi, Tony 	Kelly, Christopher 	
Emploi du temps, L' 	Time Out 	2001	Cantet, Laurent 	14.8	FRA 		Milon, Pierre 	Campillo, Robin 	
Employee of the Month 		2006	Coolidge, Greg 	3.18	USA 		Richmond, Anthony 	Roy, Kimberly & Lewis, Tom 	LGA
Empreinte de l'ange, l' 	Angel of Mine 	2008	Nebbou, Safy 	5.59	FRA 		Guichard, Eric 	Sasia, Bernard 	
En Face 		1999	Ledoux, Mathias 	7.7	FRA 		Leparc, Stéphane 	Balesi, Jean-Pierre 	
En plein coeur 	In All Innocence 	1998	Jolivet, Pierre 	5.5	FRA 	s 	Ridao, Pascal 	Deschamps, Yves 	
En Rade 		1927	Cavalcanti, Alberto 	9	FRA 		Rogers & Engberg 		
Enchanted 		2007	Lima, Kevin 	3.81	USA 		Burgess, Don 	Rotter, S. & Perler, G. 	DIS
Enchanted April 		1935	Beaumont, Harry 	13.22	USA 		Cronjager, Edward 	Hively, George 	RKO
Enchanted Island, The 		1958	Dwan, Allan 	9	USA 				
Enchantment 		1948	Reis, Irving 	15.4	USA 		Toland, Gregg 	Mandell, Daniel 	GOL
Encino Man 	California Man 	1992	Mayfield, Les 	4.73	USA 		Brinkmann, Robert 	Sears, Eric 	HWD
Encore 		1951	Jackson, Pelissier, Frenc 	9	BRI 		Dickinson, Desmond 	Roome, Alfred 	2CI
End Game 		2006	Cheng, Andy 	4	USA 		Cohen, Charles 	Wong, Julia 	MEQ
End of Days 		1999	Hyams, Peter 	1.74	USA 	s 	Hyams, Peter 	Kemper, S. & Gullo,J 	
End of the Affair, The 		1999	Jordan, Neil 	8			Pratt, Roger 	Lawson, Tony 	COL
End of the Trail 		1933	Lederman, D. Ross 	11	USA 		Kline, Benjamin 	Meyer, Otto 	COL
End of Violence, The 		1997	Wenders, Wim 	7.88			Rabaud, Pascal 	Przigodda, Peter 	
End, The 		1978	Reynolds, Burt 	7.24	USA 		Byrne, Bobby 	Cambern, Donn 	
Endless Night 		1971	Gilliat, Sidney 	7	BRI 		Waxman, Harry 	Connell, Thelma 	
Endurance 		1998	Woodhead, Leslie 	10.2			Strasburg, Ivan 	Klein, S. & Ottey, O 	
Enduring Love 		2004	Michell, Roger 	4.77	BRI 		Zumbarloukos, Haris 	Gaster, Nicolas 	
Enemies, A Love Story 		1989	Mazursky, Paul 	10.9	USA 		Murphy, Fred 	Rappé, Stuart 	
Enemy at the Gates 	Duell - Enemy at the Gates 	2000	Annaud, Jean-Jacques 	4.5		s 	Fraisse, Robert 	Boisson, N. & Dixon, 	
Enemy of the State 		1998	Scott, Tony 	2.6	USA 		Mindel, Dan 	Lebenzon, Chris 	TOU
Enfant du marais, les 		1999	Becker, Jean 	4.5	FRA 		Dreujou, Jean-Marie 	Witta, Jacques 	
Enfant, l' 		2005	Dardenne, Luc & Jean-Pierre 	45.14	BEL 		Marcoen, Alain 	Dozo, Marie-Hél?ne 	
Enfants du paradis, les (Part 1) 		1945	Carné, Marcel 	9.7	FRA 		Hubert, Roger 	Rust, Herry 	
Enfants du paradis, les (Part 2) 		1945	Carné, Marcel 	9.6	FRA 		Hubert, Roger 	Rust, Herry 	
Enfants du siecle, les 		1999	Kurys, Diane 	6.7	FRA 	s 	Filac, Vilko 	Effenterre, Joele va 	
Enforcer, The 		1951	Windust, B. & Walsh, R. 	8.5	USA 		Burks, Robert 	Allen, Fred 	WAR
Enforcer, The 		1976	Fargo, James 	4.96	USA 	s 	Short, Charles W. 	Webster, Ferris 	WAR
Enforcer, The 	Jet Li's The Enforcer 	1995	Yuen, Corey 	3.1	HKO 				
English Patient, The 		1996	Minghella, Anthony 	5.4	USA 		Seale, John 	Murch, Walter 	MMX
English without Tears 		1944	French, Harold 	14	BRI 		Knowles, Bernard 	Jaggs, Alan 	2CI
English, August 		1994	Benegal, Dev 	7.4	IND 		Jotwani, Anoop 	Benegal & Divkari 	
Englishman who Went Up a Hill, but Came Do 		1995	Monger, Christopher 	6.9	BRI 		Layton, Vernon 	Martin, David 	
Enigma 		2001	Apted, Michael 	3.6		s 	McGarvey, Seamus 	Shaine, Rick 	
Ennemi publique N.1, l' 	Mesrine: Public Enemy No. 1 	2008	Richet, Jean Francois 	2.83		s 	Gantz, Robert 	Pankow, B. & Schneid, Hervé 	
Ennui, l' 		1998	Kahn, Cédric 	24.3	FRA 		Marti, Pascal 	Dedet, Yann 	
Enough 		2002	Apted, Michael 	3.97	USA 		Stoffers, Rogier 	Shaine, Rick 	COL
Ensign Pulver 		1964	Logan, Joshua 	4.79	USA 	s 	Lawton, Charles 	Reynolds, William 	WAR
Enter the Dragon 		1973	Clouse, Robert 	5.04		s 	Hubb, Gilbert 	Hirschler, K. & Watters, G. 	
Entertaining Angels: the Dorothy Day Story 		1996	Rhodes, Michael Ray 	8.2	USA 		Fash, Michael 	Folsey, Jr & Rowland 	
Entertaining Mr. Sloane 		1969	Hickcox, Douglas 	9.6	BRI 				
Entity, The 		1981	Furie, Sidney J. 	7.7	USA 	s 	Burum, Stephen H. 	Urioste, Frank J. 	
Entlassung, Die 		1942	Liebeneiner, Wolfgang 	11	GER 				
Entrapment 		1999	Amiel, Jon 	3.5	USA 		Meheux, Phil 	Rawlings, Terry 	FOX
Entre les murs 	Class, The 	2008	Cantet, Laurent 	3.18	FRA 	s 	Milon, Pierre 	Campillo, Robin & Leger, Stephanie 	
Envy 		2003	Levinson, Barry 	4.07	USA 		Jones, Tim Maurice 	Linder & Daily 	
Epic Movie 		2007	Friedberg, J. & Seltzer, A. 	2.59			Maurer, Shawn 	Prior, Peck 	REG
Equilibrium 		2002	Wimmer, Kurt 	2.84	USA 		Beebe, Dion 	Rolf, T. & Yeh, W. 	MMX
Equus 		1977	Lumet, Sidney 	10.3			Morris, Oswald 	Smith, John Victor 	
Eragon 		2006	Fangmeier, Stefen 	2.94		s 	Johnson, Hugh 	Barton, Hirakubo, Lebenzon 	
Erasable You 		1998	Davenport, Harry Bromley 	5.6	USA 		Gale, Ricardo 	Rieben, Van 	
Eraser 		1996	Russell, Charles 	2.9	USA 		Greenberg, Adam 	Tronick, Michael 	WAR
Ercole e la regina di Lidia 	Hercules Unchained 	1959	Francisci, Pietro 	6.1		s 	Bava, Mario 		
Erin Brockovich 		2000	Soderbergh, Steven 	5.4	USA 		Lachman, Ed 	Coates, Anne V. 	
Ernest Goes to Camp 		1987	Cherry, John F. 	4.4	USA 		Mathias, H. & May, J 	Harvey, Marshall 	
Ernest Rides Again 		1993	Cherry, John 	3.9	USA 		Geddes, David 	Bassett, Craig 	
Ernest Scared Stupid 		1991	Cherry, John R. 	4	USA 		Baer, Hanania 	Bassett, Craig 	TOU
Erotikon 		1920	Stiller, Mauritz 	7	SWE 		Jaenzon, Henrik 		
Erotikon 		1929	Machaty, Gustav 	6	CZE 		Vich, Vaclav 		
Es war ein rauschende Ballnacht 	One Enchanted Evening 	1939	Froelich, Carl 	7	GER 				
Escapade in Japan 		1957	Lubin, Arthur 	5.99	USA 	s 	Snyder, William 	Ludwig, Otto 	
Escape From Alcatraz 		1979	Siegel, Don 	7.23	USA 		Surtees, Bruce 	Webster, Ferris 	PAR
Escape from LA 		1996	Carpenter, John 	3.6	USA 	s 	Kibbe, Gary R. 	Warschilka, Edward A 	PAR
Escape From New York 		1981	Carpenter, John 	6.42	USA 	s 	Cundey, Dean 	Ramsay, Todd 	
Escape From the Planet of the Apes 		1971	Taylor, Don 	6.65	USA 	s 	Biroc, Joseph 	Rothman, Marion 	
Escape From Zahrain 		1962	Neame, Ronald 	5.7	USA 	s 	Fredericks, Ellswort 	Warren, Eda 	PAR
Escape to Athena 		1979	Cosmatos, George P. 	5.35	BRI 	s 	Taylor, Gil 	Kemplen, Ralph 	
Escape to Burma 		1955	Dwan, Alan 	7.56	USA 		Alton, John 	Leicester & Lodato 	RKO
Escape to Victory 		1981	Huston, John 	5.53	USA 		Fisher, Gerry 	Silvi, Roberto 	LOR
Escape Under Pressure 		2000	Pellerin, Jean 	2.6	USA 		Clabaugh, Richard 	McIntire, Christian 	
Escapist, The 		2007	Wyatt, Rupert 	3.16	BRI 		Blaubach, Phillip 	Walker, Joe 	
Escort, The 	Mauvaise passe 	1999	Leblanc, Michel 	5.3			Ackroyd, Barry 	Monthieux, Marilyne 	
Esma's Secret 		2006	Zbanic, Jasmila 	9.04			Maler, Christine A. 	Mossböck, Niki 	
Espinazo del Diablo, el 	Devil's Backbone, The 	2001	Del Toro, Guillermo 	7.2	SPA 		Navarro, Guillermo 	Madrid, Luis de la 	
Espiritu dela colmena, el 		1973	Erice, Victor 	10.4	SPA 		Cuadrado, Luis 	del Amo, Pablo G. 	
Esther Waters 		1948	Dalrymple, I. & Proud, P. 	10.9	BRI 		Pennington Richards, 	Porter, Brereton 	
Est-Ouest 	East-West 	1999	Wargnier, Régis S. 	6.2			Dailland, Laurent 	Schneid, Hervé 	
Et Dieu crea la Femme 	And Woman was created 	1956	Vadim, Roger 	14	FRA 	s 	Thirard, Armand 	Mercanton, Victoria 	LEV
Eternal Revenge 		1999	Grenier, Marc S. 	4.4			Archambault, Georges 	Tarnowski, Arthur 	
Eternal Sunshine of the Spotless Mind 		2003	Gondry, Michel 	4.83	USA 		Kuras, Ellen 	Oskarsdottir, Valdis 	
Eureka 		1981	Roeg, Nicolas 	5.5			Thomson, Alex 	Lawson, Tony 	
Europa 		1991	Trier, Lars von 	18.4			Bendtsen, H. & 	Schneid, Hervé 	
Europeans, The 		1979	Ivory, James 	11.12	USA 		Pizer, Larry 	Dixon, Humphrey 	MI
Eurotrip 		2004	Schaffer, Jeff 	3.19	USA 		Eggby, David 	Bondelli, Roger 	DWK
Eva 		1962	Losey, Joseph 	18.1		s 	Di Venanzo, Gianni 	Beck, Reginald 	
Eva 		1994	Storm, Lean 	5.2	SAF 		Reynolds, Buster 	Morgan, Carl 	
Evan Almighty 		2007	Shadyac, Tom 	2.96	USA 		Baker, Ian 	Hill, Scott 	UNI
Evasive Action 		1998	Jacobs, Jerry P. 	3.39	USA 		Blakey, Ken 	Schoenbraun, Lewis 	
Eve of St. Mark, The 		1944	Stahl, John 	15.08	USA 		LaShelle, Joseph 	Sackin, Louis 	FOX
Evelyn 		2002	Beresford, Bruce 	4.4			Fleuren, André 	Dixon, Humphrey 	
Even Cowgirls Get the Blues 		1993	Van Sant, Jr., Gus 	5.6	USA 		Campbell & Edwards 	Van Sant & Clayton, 	NLI
Evening 		2007	Koltai, Lajos 	6.05		s 	Pados, Gyula 	Johnson, Allyson C. 	
Evening Star, The 		1996	Harling, Robert 	4.1	USA 		Burgess, Don 	Nedd-Friendly, Morit 	PAR
Event Horizon 		1997	Anderson, Paul W.S. 	3.5			Biddle, Adrian 	Hunter, Martin 	
Ever After: A Cinderella Story 		1999	Tennant, Andy 	4.4	USA 		Dunn, Andrew 	Bondelli, Roger 	FOX
Everlasting Piece, An 		2000	Levinson, Barry 	4.4	USA 		Deasy, Seamus 	Linder, Stu 	DWK
Every Day's a Holiday 		1964	Hill, James 	6.7	BRI 	s 	Roeg, Nicholas 	Cones, Tristam 	GNA
Every Home Should Have One 		1970	Clark, Jim 	4.6	BRI 		Hodges, Ken 	Sheldon, Ralph 	
